SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.063055885,6,0,1.9230769230000002,1000.0,8,0,1,0,0.0
0,0.9694337479999999,6,0,0.220149658,9220.0,5,0,0,0,0.0
0,0.063251458,4,0,0.379750707,13076.0,6,0,2,0,2.0
0,0.0,7,0,0.0,2250.0,4,0,0,0,0.0
0,0.082930734,6,0,0.488336868,3300.0,11,0,1,0,0.0
0,0.014628275,2,0,0.0048721070000000005,820.0,3,0,0,0,0.0
0,0.101740388,6,0,0.361220731,3800.0,9,0,1,0,0.0
0,0.016328485,7,0,0.008788236999999999,5916.0,17,0,0,0,0.0
0,0.8318994540000001,4,0,0.40741678299999995,7900.0,12,0,2,0,3.0
0,0.136744236,6,0,0.45545441,6700.0,9,0,2,0,2.0
0,0.027168957,3,0,0.2443399,3400.0,9,0,0,0,0.0
0,0.006922981999999999,8,0,0.007303078,1916.0,8,0,0,0,0.0
0,0.720742642,4,2,0.377796103,9700.0,4,0,2,0,3.0
0,0.101524071,2,0,0.028439662,1300.0,2,0,0,0,0.0
0,0.0,2,0,0.0,4400.0,1,0,0,0,0.0
0,0.003544066,6,0,0.24706133800000002,4678.0,8,0,2,0,0.0
0,0.013841136,3,0,0.610807933,7512.0,10,0,3,0,0.0
0,0.9393626629999999,6,0,0.393876276,4800.0,4,0,1,0,0.0
0,0.03550442,3,0,0.0074362609999999996,2823.0,5,0,0,0,2.0
0,0.587219344,5,1,0.425801749,6859.0,9,0,2,0,2.0
0,0.9999998999999999,5,0,0.273670832,4720.0,6,0,1,0,2.0
0,0.0,3,0,0.452364941,4460.0,3,1,1,1,0.0
1,0.404319136,2,0,0.267539077,2750.0,7,0,0,0,0.0
0,0.06525639,6,0,0.277441569,9583.0,5,0,1,0,0.0
0,0.155084492,3,0,0.257376466,5625.0,6,0,2,0,0.0
0,0.7781620659999999,5,0,0.995695839,23000.0,26,0,14,0,2.0
0,0.896395032,3,0,0.298802201,3088.0,8,0,0,0,0.0
0,0.00372476,7,0,0.00379924,5000.0,4,0,0,0,0.0
0,0.048766070999999994,6,0,0.22769260100000002,10500.0,9,0,2,0,1.0
0,0.0,4,0,0.0,3000.0,8,0,0,0,1.0
0,0.100525167,3,0,0.016664445,7500.0,11,0,0,0,1.0
0,0.0,3,0,0.44836662,6458.0,7,0,2,0,0.0
1,0.9999998999999999,5,2,0.316170957,4000.0,4,0,0,2,1.0
0,0.0,5,0,0.031855091,1600.0,4,0,0,0,1.0
0,0.32080846,5,0,0.48681414799999995,8000.0,14,0,2,0,5.0
0,0.24243939,4,0,0.493002799,2500.0,12,0,0,0,2.0
0,0.024882919,6,0,0.135434025,6600.0,13,0,0,0,1.0
0,0.805116662,4,2,5.167664671,500.0,6,0,2,0,2.0
0,0.089590183,4,0,0.004679906,16666.0,5,0,0,0,0.0
0,0.0,3,0,0.088303899,3000.0,2,1,0,0,0.0
0,0.9999998999999999,4,0,0.018363402,3103.0,0,1,0,0,0.0
0,0.21339914,7,1,0.39186744100000004,10500.0,23,0,3,0,0.0
0,1.017896518,4,0,0.271636485,9000.0,4,0,1,0,0.0
1,1.068627941,3,6,0.696375958,6787.0,9,3,1,1,4.0
0,0.033721812000000004,3,2,0.15881176800000002,3500.0,12,0,0,0,0.0
0,0.031413613,7,0,0.010232689,7133.0,6,0,0,0,0.0
0,0.027034098,3,0,0.264957265,8891.0,10,0,5,0,0.0
0,0.000522234,7,0,0.0,4300.0,3,0,0,0,0.0
0,0.08437623400000001,6,0,0.135869565,10487.0,15,0,2,0,0.0
0,0.044204978,3,0,0.16392869599999998,8582.0,21,0,0,0,0.0
0,0.733133433,2,0,0.362338545,1470.0,5,0,0,0,0.0
0,0.161289374,4,0,0.613996957,4600.0,9,0,2,0,4.0
1,0.018807495,4,4,0.310032092,7166.0,11,0,2,2,2.0
0,0.251826783,3,0,0.36443926,6000.0,5,0,2,0,0.0
0,0.009249229,3,0,0.47709424100000003,4583.0,4,0,1,0,0.0
1,0.035042113,5,0,0.09597268,8491.0,18,0,0,0,0.0
0,0.184068526,7,0,0.280358259,4800.0,6,0,1,0,0.0
1,0.020616011,7,1,0.129865772,2979.0,6,0,0,0,0.0
0,0.079674408,7,0,0.264122646,6000.0,9,0,1,0,0.0
0,0.841196255,4,1,0.065797798,7902.0,7,0,0,0,2.0
0,0.048951049,2,0,1.0,0.0,1,0,0,0,1.0
0,0.011501167,5,0,0.444253859,4080.0,9,0,2,0,1.0
1,0.536511337,3,0,0.888037321,3000.0,8,0,2,0,0.0
0,0.29164782699999997,6,0,0.625744626,3860.0,20,0,2,0,0.0
1,1.086570477,3,2,0.123527176,5261.0,12,0,0,0,3.0
0,0.409019244,3,1,0.352702998,9137.0,7,0,1,0,3.0
0,0.014922503,5,0,0.26874716,6600.0,4,0,1,0,3.0
0,1.015366803,6,1,1.064415815,2250.0,9,0,3,0,0.0
0,0.9080574709999999,3,0,0.17469551,5500.0,5,0,0,0,0.0
0,0.16805774,4,0,0.313671582,4000.0,7,0,1,0,0.0
0,0.03282523,7,0,0.131118257,2798.0,7,0,1,0,0.0
0,0.9999998999999999,4,0,0.9038348079999999,1694.0,4,0,1,0,0.0
0,0.012889925,6,0,0.29148340699999997,2500.0,9,0,1,0,0.0
0,0.164734594,2,0,0.21095121100000003,2848.0,4,0,0,0,0.0
0,0.123224705,6,0,0.426769685,8800.0,14,0,2,0,0.0
0,0.043713037,5,0,0.22698104800000002,6700.0,9,0,1,0,1.0
0,0.9999998999999999,3,0,379.0,0.0,1,0,0,0,0.0
0,0.066124924,6,0,0.184050212,5416.0,7,0,1,0,0.0
0,0.841031794,5,0,0.159525379,3033.0,2,0,0,0,0.0
1,1.023415191,6,2,0.28452232,2396.0,4,2,0,0,0.0
0,0.033806009,6,0,0.12138860300000001,8756.0,18,0,0,0,0.0
0,0.049982173,4,0,0.068150047,8583.0,10,0,0,0,2.0
0,0.007549943000000001,5,0,0.1886487,10500.0,13,0,1,0,0.0
0,0.007299757,3,0,0.5293951379999999,3537.0,6,0,2,0,0.0
0,0.36092977600000004,5,0,0.46029375200000006,4016.0,5,0,1,0,2.0
0,0.339647439,7,0,1.005451987,5685.0,12,0,2,0,0.0
0,0.35256669,3,0,0.11502993,6180.0,5,0,0,0,0.0
0,0.498350055,3,0,0.29422105,4550.0,7,0,0,0,0.0
0,0.449501824,3,0,0.532231853,7383.0,16,0,2,0,0.0
0,0.019353194,7,0,0.23932335,3605.0,13,0,1,0,0.0
0,0.36370408600000004,4,0,0.020408163,9309.0,4,0,0,0,2.0
0,0.034807341,4,0,0.532023399,6666.0,17,0,2,0,3.0
0,1.037924152,2,0,0.49199608,3060.0,5,0,2,0,0.0
1,0.0013986629999999999,6,0,0.22746385,9750.0,11,0,2,0,1.0
0,0.036205824,5,0,0.270520862,11000.0,12,0,1,0,4.0
0,0.479878698,5,0,0.209684331,7000.0,4,0,1,0,0.0
0,0.984431983,3,0,0.197236866,5500.0,5,0,1,0,0.0
0,0.001812839,7,0,0.0018596,2150.0,11,0,0,0,0.0
1,0.277165305,5,1,0.38107308799999995,4733.0,10,0,1,0,0.0
0,0.097115345,5,0,0.416861046,3000.0,8,0,1,0,1.0
0,0.070450794,4,0,0.082862698,10800.0,5,0,0,0,0.0
0,0.000883166,4,0,0.0,4014.0,6,0,0,0,2.0
0,0.14805598,3,0,0.404932511,6000.0,10,0,1,0,0.0
0,0.032898981,5,0,0.319952948,6800.0,6,0,1,0,2.0
0,1.109862672,3,2,0.163386442,3200.0,9,0,0,0,2.0
0,0.247875948,5,0,0.519480519,4542.0,13,0,1,0,0.0
0,0.002924252,5,0,0.260869565,3817.0,4,0,1,0,2.0
0,0.038772514,5,0,0.269513121,11850.0,10,0,2,0,0.0
0,1.1137357829999999,4,1,0.17434973,3882.0,5,2,0,3,1.0
1,0.319214662,4,0,0.8839960570000001,6085.0,17,0,3,0,1.0
0,0.29787447899999997,5,0,0.359182313,9000.0,5,0,1,0,1.0
0,0.275350066,3,0,0.388029037,7300.0,12,0,1,0,1.0
0,0.0039258290000000005,6,0,0.261248346,9067.0,10,0,1,0,0.0
0,0.265948603,5,0,0.43491602100000004,6191.0,13,0,2,0,2.0
0,0.00807114,4,0,0.39210131600000003,6000.0,9,0,1,0,2.0
0,0.013105988,5,0,0.31837215399999996,15283.0,17,0,4,0,0.0
0,0.26392620699999997,3,1,0.799548985,3990.0,11,0,1,0,1.0
0,0.22119131600000003,5,0,0.43615200299999995,5841.0,10,0,1,0,0.0
0,0.765188608,3,1,0.22511627899999997,6449.0,7,0,0,0,1.0
0,0.099765657,4,0,0.175351746,7675.0,10,0,1,0,0.0
0,0.060721752999999996,4,0,0.06398836599999999,5500.0,2,0,0,0,0.0
0,0.004862504,8,0,0.003998001,2000.0,6,0,0,0,0.0
0,0.002651971,6,0,0.301995447,7466.0,11,0,2,0,0.0
0,0.030624234,7,0,0.256783776,3500.0,9,0,1,0,0.0
0,0.018007781,5,0,0.004865269,8015.0,3,0,0,0,1.0
0,0.022848023,7,0,0.0063005069999999995,7300.0,6,0,0,0,0.0
0,0.006170581,7,0,0.0016798660000000001,4166.0,5,0,0,0,0.0
0,0.048348094,5,0,0.19987369800000002,9500.0,12,0,2,0,2.0
1,0.749707558,4,0,0.370859445,4467.0,10,1,1,1,1.0
0,0.069203278,8,0,0.008319953,6850.0,3,0,0,0,0.0
0,0.039986244,5,0,0.628246077,7200.0,8,0,1,0,1.0
0,0.582853156,6,0,0.6216799829999999,4630.0,13,0,1,0,1.0
0,0.9999998999999999,3,0,0.478999106,4475.0,13,0,1,0,1.0
0,0.08794753300000001,3,0,5.184259838,1600.0,10,0,4,0,0.0
1,0.6827273620000001,4,3,0.691102966,3000.0,8,2,2,0,1.0
0,0.073687637,5,0,0.20879909800000002,9750.0,8,0,2,0,1.0
0,0.38633779100000004,5,2,0.49300056,12500.0,23,0,3,0,0.0
0,0.0033768920000000003,4,0,0.784575982,3513.0,7,0,2,0,0.0
0,0.071740807,5,0,0.37677681399999996,5416.0,17,0,2,0,0.0
0,0.026789174,5,0,0.437394533,5925.0,17,0,3,0,0.0
0,0.265371382,6,1,0.038434293,60700.0,21,0,1,0,0.0
0,0.006244230999999999,3,0,0.066605839,2191.0,15,0,0,0,1.0
0,0.674704303,4,0,0.42395890700000005,5450.0,9,0,2,0,1.0
0,0.21440027600000003,5,0,0.114687741,5187.0,10,0,0,0,0.0
0,0.0,8,0,0.0,2536.0,2,0,0,0,0.0
0,0.637151428,5,3,0.091618948,9604.0,9,0,0,0,0.0
0,0.0,7,0,0.511604235,4911.0,5,0,1,0,0.0
0,0.0,6,0,0.13486921,8333.0,3,0,0,0,0.0
0,0.8268568820000001,2,0,0.971674535,3600.0,10,0,2,0,2.0
0,0.7137379859999999,5,1,4.5707146430000005,2000.0,12,0,1,0,3.0
0,0.0,8,0,0.081045752,2294.0,4,0,0,0,0.0
0,0.09971489800000001,5,0,0.108803165,5054.0,8,0,0,0,1.0
0,0.0,3,0,0.19735553399999997,4083.0,6,0,0,0,0.0
0,0.179847652,3,0,0.029359859,6232.0,3,0,0,0,0.0
0,0.106370614,5,0,0.295805944,10800.0,15,0,2,0,0.0
0,0.005687865,4,0,0.252499546,5500.0,7,0,2,0,2.0
0,0.831425885,4,0,0.968841545,3754.0,12,0,1,0,0.0
0,0.000382342,7,1,0.0,2000.0,2,2,0,1,0.0
0,0.267607288,5,0,0.270102802,7100.0,9,0,1,0,0.0
0,0.8226771740000001,7,0,5.309625821,3500.0,22,0,2,0,1.0
0,0.495601047,4,0,0.291193372,7482.0,6,0,1,0,2.0
1,0.660226516,3,1,0.23725424899999997,3000.0,3,0,0,1,5.0
0,0.041687036000000004,5,0,0.33807354700000003,9000.0,13,0,2,0,0.0
0,0.0,8,0,0.30522088399999997,2738.0,4,0,0,0,0.0
0,0.375800288,3,0,0.544284468,4583.0,9,0,1,1,1.0
1,0.7578467809999999,3,1,1.030437681,4500.0,13,0,3,1,1.0
0,0.007252319,5,0,0.516870782,4000.0,15,0,2,0,1.0
0,0.252586323,5,0,0.99727314,6600.0,18,0,4,0,1.0
0,0.013999333000000001,3,0,0.071678322,7435.0,4,0,0,0,1.0
0,0.477398189,5,0,0.16247438,16100.0,9,0,3,0,1.0
0,0.1339933,3,0,0.022703817999999997,3875.0,5,0,0,0,1.0
0,0.22717545600000003,5,0,0.18900846300000002,9570.0,5,0,1,0,0.0
0,0.19476001199999998,5,0,0.424556796,7614.0,13,0,2,0,0.0
0,0.214749122,5,0,0.083983203,5000.0,7,0,0,0,0.0
0,0.061706153,5,0,0.175764847,3333.0,2,0,1,0,0.0
0,0.323871845,4,0,0.506503849,3766.0,13,0,2,0,0.0
0,0.003847512,3,0,0.894274462,3300.0,10,0,2,0,1.0
0,0.43910523100000004,6,0,0.265455757,6000.0,7,0,1,0,0.0
0,0.799609417,6,3,0.732863357,6666.0,10,0,2,0,0.0
0,0.005504841,4,0,0.34346103,9083.0,10,0,2,0,0.0
0,0.019631208,7,0,0.290709633,2916.0,6,0,1,0,0.0
0,0.016672273999999997,3,0,0.478914558,5453.0,4,0,1,0,1.0
0,0.09422318699999999,6,0,0.19287211699999998,3815.0,10,0,1,0,0.0
0,0.293085007,8,0,1.109278351,3394.0,16,0,1,0,0.0
0,0.124002744,7,3,0.041996,10500.0,11,0,0,0,0.0
1,0.075511473,4,4,0.640670666,6500.0,8,0,1,0,3.0
0,0.0,2,0,0.0,5200.0,2,0,0,0,0.0
0,0.127892239,6,0,0.965847564,2400.0,11,0,2,0,0.0
0,0.193612774,4,0,0.020146833,5856.0,1,0,0,0,3.0
0,0.10179512800000001,5,0,0.875411742,5160.0,14,0,2,0,0.0
0,0.533223339,5,0,0.278917401,25641.0,8,0,2,0,3.0
0,0.044582265999999995,4,0,0.179631365,3200.0,5,0,0,0,0.0
0,0.0,5,0,0.016671485,10376.0,5,0,0,0,1.0
0,0.246669937,4,0,0.209765452,6778.0,9,0,2,0,0.0
0,0.022165103,5,2,0.226396917,9341.0,13,0,1,0,1.0
0,0.9999998999999999,4,0,0.035874439,1560.0,2,0,0,0,0.0
0,0.445974286,6,0,0.535496103,9493.0,15,0,1,0,0.0
1,0.9999998999999999,2,0,0.25516372800000003,3969.0,5,2,0,3,0.0
0,0.008542159,6,0,0.241903934,4600.0,5,0,1,0,0.0
0,0.123013466,5,0,0.029157667,8333.0,4,0,0,0,0.0
0,0.11256070900000001,2,0,0.310725552,3169.0,6,0,0,0,0.0
0,0.786612586,5,0,0.35755603799999996,5531.0,6,0,0,0,0.0
0,0.116572681,6,1,0.141322865,13500.0,6,0,1,0,2.0
0,0.297376705,4,1,0.218399691,5173.0,7,4,0,1,1.0
0,0.025902054,5,0,0.618809632,2200.0,8,0,2,0,0.0
0,0.001799246,6,1,0.394905975,4200.0,7,0,1,0,0.0
0,0.003157819,5,0,0.110353939,14380.0,12,0,2,0,1.0
0,0.018049098,4,0,0.269957819,6400.0,4,0,1,0,4.0
0,0.154759084,4,1,0.370802433,12000.0,13,0,2,0,3.0
0,0.0,6,0,0.683640162,15317.0,17,0,8,0,1.0
0,0.021887673,6,0,0.189056535,5500.0,3,0,1,0,0.0
0,0.035324117,5,0,0.599440379,4645.0,6,0,2,0,2.0
0,0.629599452,4,1,0.959800848,5422.0,9,0,2,0,0.0
0,0.06763107900000001,6,0,0.172655488,11270.0,3,0,2,0,0.0
0,0.9999998999999999,2,0,0.35353095,2293.0,3,1,0,0,0.0
0,0.009765796,3,0,0.05143559,6512.0,5,0,0,0,0.0
0,0.287726441,6,0,0.23122263399999998,11875.0,20,0,2,0,0.0
0,0.079848423,5,0,0.270257215,8280.0,9,0,1,0,0.0
0,0.9999998999999999,7,0,0.055982437,3643.0,2,0,0,0,1.0
0,1.05997601,4,0,0.5632081760000001,4500.0,6,0,1,0,1.0
1,0.35555370399999997,3,0,0.506248959,6000.0,11,0,1,0,0.0
1,0.216080402,4,4,0.28750333100000003,7505.0,8,0,2,0,1.0
0,0.15290600199999999,5,0,0.471006443,4500.0,12,0,2,0,2.0
1,0.75455187,5,1,0.682154457,11083.0,15,0,3,0,1.0
0,0.18597183,6,0,0.12067894800000001,4830.0,6,0,1,0,0.0
0,0.9999998999999999,5,0,0.539206498,3200.0,7,0,1,0,2.0
1,0.0,4,1,0.526684164,8000.0,4,1,2,1,1.0
0,0.018457631000000002,4,0,0.430656934,10000.0,12,0,3,0,3.0
0,0.049344414,3,0,0.402879616,7500.0,9,0,3,0,2.0
0,1.026394721,4,0,0.494819124,5500.0,7,0,1,0,1.0
0,0.000503339,3,0,0.234215886,5400.0,11,0,1,1,2.0
0,0.5042716079999999,4,0,0.120262391,10975.0,5,0,1,0,0.0
0,0.066042123,3,0,0.504718762,2648.0,6,0,1,0,0.0
0,0.0439715,3,0,0.023534841,4333.0,4,0,0,0,0.0
1,0.98185118,4,2,0.566249299,5350.0,12,0,2,0,1.0
0,0.0015948960000000002,5,0,0.21418135800000002,10266.0,8,0,1,0,3.0
0,0.019330112,4,1,0.357919385,5978.0,5,0,1,1,4.0
0,0.22039762100000002,7,0,0.093776401,3550.0,8,0,0,0,0.0
0,0.500944657,4,0,0.712902218,3200.0,5,0,2,0,0.0
0,0.0,6,0,0.09622594400000001,4000.0,4,0,1,0,1.0
1,0.9910854109999999,6,4,0.462236579,6500.0,14,1,2,0,0.0
0,0.890142558,4,1,0.45739445700000003,3860.0,9,0,1,0,2.0
0,0.0,3,3,0.15137829,6420.0,3,1,0,3,3.0
0,0.657448205,6,0,0.373354665,13750.0,6,0,2,0,0.0
0,0.9999998999999999,7,0,0.0,13945.0,2,0,0,0,0.0
1,0.888475137,5,6,0.30324516,11000.0,13,0,1,1,0.0
0,0.00939812,4,2,0.027605601,17423.0,7,1,0,1,3.0
0,0.016356559,6,0,0.048324933,10118.0,4,0,1,0,0.0
0,0.27089097,4,0,0.51845108,8237.0,9,0,2,0,0.0
0,0.092190781,6,0,0.550979608,2500.0,3,0,1,0,0.0
0,0.306332935,4,0,0.322686323,7325.0,7,0,0,0,2.0
1,0.207560257,4,0,0.257626095,3310.0,3,1,0,0,3.0
0,0.22081168699999998,4,0,0.264519535,20833.0,6,0,2,0,4.0
0,0.554790818,5,0,0.291870015,8400.0,6,0,1,0,1.0
0,0.037743415,4,0,0.252596551,9916.0,8,0,2,0,2.0
0,0.8531468529999999,2,2,0.011727912,2557.0,2,0,0,0,0.0
0,0.025913903,7,0,0.012362637,2183.0,4,0,0,0,1.0
0,0.000465089,7,0,0.0,6065.0,7,0,0,0,0.0
0,0.329206742,4,0,0.273001942,13900.0,8,0,3,0,3.0
0,0.964751762,3,0,1105.0,0.0,5,0,0,0,2.0
0,0.451259278,6,0,0.190461725,6583.0,16,0,0,0,0.0
0,0.45439527,4,1,2.387225549,500.0,9,1,1,0,1.0
0,0.017462426,4,0,0.159730034,8000.0,11,0,1,0,0.0
0,0.400457768,6,0,0.23432439,20684.0,7,0,2,0,0.0
0,0.5468226589999999,5,0,0.24548272,17100.0,11,0,4,0,2.0
0,0.766381766,3,0,0.08797654,5114.0,4,2,0,0,0.0
0,0.004262155,8,0,0.0007997869999999999,3750.0,4,0,0,0,0.0
0,0.142831996,5,1,0.488478385,5250.0,29,0,1,0,2.0
0,0.779407353,3,0,0.20982142899999998,3583.0,6,0,0,0,0.0
0,0.169395899,3,0,0.19677996399999997,558.0,2,0,0,0,0.0
0,0.081783643,4,0,0.348660391,2761.0,7,0,1,0,2.0
1,0.588426447,4,0,0.273500726,4818.0,7,0,0,3,3.0
0,0.109294343,6,0,0.080891063,65000.0,9,0,3,0,1.0
0,0.019620701,5,0,0.004632263,12304.0,9,0,0,0,0.0
0,0.18484063,5,0,0.222377753,10715.0,19,0,0,0,1.0
0,0.543140863,5,3,0.404675701,9666.0,17,0,2,0,3.0
0,0.034156225,7,0,0.237601851,9940.0,8,0,3,0,0.0
0,0.9999998999999999,3,0,0.208233965,15933.0,7,0,1,2,2.0
0,0.0,2,0,0.0,4445.0,1,0,0,0,0.0
0,0.155012545,4,0,0.321617616,4722.0,6,0,1,0,0.0
0,0.011256823999999999,7,0,0.21335573300000002,2380.0,5,0,0,0,1.0
0,0.20745899,7,0,0.381106561,10500.0,15,0,1,0,0.0
0,0.0,3,0,0.472235041,6500.0,4,0,2,0,0.0
0,0.0,4,0,0.19139123800000002,1300.0,7,0,0,0,2.0
0,0.07215147,4,0,0.312710155,4460.0,9,0,2,0,5.0
0,0.6255219120000001,5,0,0.414544112,5417.0,6,0,1,0,0.0
0,0.048926363,6,0,0.159846334,11973.0,17,0,1,0,3.0
0,0.224943422,5,0,0.44196219299999995,6400.0,8,0,3,0,0.0
0,0.0036460159999999998,4,0,0.304849885,3030.0,10,0,1,0,0.0
0,0.015481448,5,0,0.302988293,19475.0,13,0,2,0,4.0
0,0.18698753399999998,5,0,0.023993145,3500.0,4,0,0,0,0.0
0,0.37602354600000004,4,0,0.28236642,9600.0,6,0,2,0,2.0
0,0.036974076,8,0,0.014328556999999999,3000.0,5,0,0,0,0.0
0,0.44271145799999995,3,0,0.051079877,5833.0,2,0,0,0,0.0
0,0.011344436000000001,5,0,0.5247669770000001,7509.0,9,0,1,0,2.0
0,0.000535267,7,1,0.0,7000.0,7,0,0,0,0.0
0,0.29334696,7,0,0.580709645,2000.0,9,0,1,0,0.0
0,0.412710685,4,0,0.144859165,7206.0,8,0,0,0,3.0
0,0.050233785,5,0,0.119600075,5300.0,11,0,0,0,0.0
0,0.34097726799999994,4,0,0.029994119,5100.0,1,0,0,0,1.0
0,0.111987214,4,0,0.414450104,5300.0,9,0,2,0,1.0
0,0.231215052,4,0,0.076409666,4344.0,4,0,0,0,1.0
0,0.004266098,2,0,0.0,820.0,4,0,0,0,0.0
0,0.047448800000000006,5,0,0.279065652,5650.0,15,0,1,0,3.0
0,0.011666353,7,0,0.002856463,4200.0,6,0,0,0,0.0
0,0.6582662020000001,4,0,0.639393434,6000.0,12,0,2,0,1.0
1,0.34417927600000003,6,0,1.1134347279999999,4733.0,15,1,2,0,0.0
0,0.431167874,6,0,0.614950316,8855.0,13,0,3,0,0.0
0,0.012082613999999998,5,0,0.431268749,5666.0,8,0,1,0,0.0
1,0.523462094,4,2,0.569574734,6395.0,11,0,1,0,2.0
0,0.024145236,5,0,1088.0,0.0,4,0,1,0,0.0
0,0.22908504300000002,4,0,0.152512661,5133.0,14,0,0,0,2.0
0,0.919123235,5,0,2.211490425,1200.0,9,0,1,0,1.0
0,0.350444109,5,0,0.637471515,10092.0,15,0,1,0,1.0
0,0.0,8,0,0.001362583,7338.0,5,0,0,0,0.0
0,1.011094718,4,1,0.36107012899999996,10166.0,7,0,1,1,2.0
0,0.8643559409999999,4,0,0.397218601,2300.0,8,0,0,0,0.0
0,0.56934082,4,0,0.41732041200000003,6500.0,5,0,2,0,0.0
0,0.304544297,4,0,0.411654575,17091.0,17,0,2,0,3.0
0,0.12154124599999999,3,0,0.08062710000000001,6250.0,5,0,0,0,0.0
0,0.062759575,4,0,120.0,0.0,4,0,1,0,0.0
0,0.0,4,0,0.0,10800.0,3,0,0,0,1.0
1,0.04934817,6,1,1.353058776,2500.0,8,0,1,0,0.0
0,0.0,4,0,0.44957113299999996,3380.0,2,0,1,0,0.0
0,0.025063707999999997,5,0,0.356064394,10000.0,14,0,2,0,3.0
0,0.052785155,6,0,0.7380487170000001,7676.0,7,0,3,0,0.0
0,0.9999998999999999,5,0,0.09234596800000001,6832.0,0,2,0,0,0.0
0,0.07641196,4,1,0.451454855,10000.0,4,0,1,0,2.0
0,0.013809531000000002,5,0,0.087652058,6000.0,10,0,0,0,1.0
0,0.0,3,0,0.279783907,7033.0,7,0,2,0,0.0
1,0.814039326,5,3,0.16877749600000003,7500.0,10,0,0,0,0.0
0,0.00179991,5,0,0.000217344,4600.0,1,0,0,0,2.0
0,0.6982699929999999,4,0,0.837454398,4933.0,17,0,3,0,0.0
0,0.516349316,4,0,0.28525887,16938.0,15,0,2,0,0.0
0,0.032762779,3,0,0.44259290100000004,6000.0,8,0,2,0,0.0
0,0.023727109,4,0,0.036507531,3916.0,3,0,0,0,0.0
0,0.084653006,6,0,0.011713154,11866.0,10,0,0,0,0.0
0,0.013047495,4,0,0.381265089,10354.0,11,0,2,0,0.0
0,0.349387551,3,0,0.308357751,7166.0,4,0,1,0,2.0
0,0.023788972999999998,5,0,0.677264547,5000.0,6,0,2,0,0.0
0,0.19689750399999997,4,0,0.574618782,12000.0,11,0,4,0,2.0
0,0.0,3,0,0.200987197,6482.0,3,0,1,0,1.0
0,0.9999998999999999,5,0,0.0,5122.0,0,0,0,0,0.0
0,1.0029994,5,0,0.326374879,11400.0,6,0,2,0,0.0
0,0.049522903,5,0,0.205497382,6875.0,9,0,1,0,0.0
0,0.26669333300000003,6,1,0.277178665,6861.0,9,0,1,0,2.0
0,0.054743094000000006,4,2,0.21293089199999998,6062.0,19,0,1,1,2.0
0,0.059429358,8,0,0.005808971,10500.0,11,0,0,0,0.0
0,0.9999998999999999,6,0,0.865151515,1979.0,5,0,1,0,0.0
0,0.09588712699999999,5,0,0.495990198,8977.0,13,0,1,0,3.0
0,0.026988981000000002,3,0,0.20616790399999999,1750.0,6,0,0,0,0.0
0,0.064620428,7,0,0.096276545,10500.0,33,0,0,0,0.0
0,0.33999489899999996,5,0,0.36937580299999995,7000.0,9,0,3,0,2.0
0,0.0072953259999999995,3,0,0.136191957,4500.0,3,1,1,1,3.0
0,0.030262949,3,0,0.20850553300000002,7500.0,6,0,2,0,0.0
0,0.9999998999999999,4,0,0.0,15000.0,1,0,0,0,2.0
0,0.531741543,6,0,0.359408034,17500.0,18,0,2,0,3.0
0,0.9999998999999999,4,0,0.345848655,5166.0,3,0,2,0,0.0
0,0.9885859229999999,2,0,0.041991602,3333.0,2,0,0,0,0.0
0,0.173046657,6,0,0.24120479,8100.0,8,0,1,0,0.0
0,0.071325054,4,0,0.11741179800000001,7000.0,5,0,0,0,4.0
0,0.44957431,4,0,0.20925366199999998,4300.0,6,0,0,0,1.0
0,0.882461154,4,0,0.275872413,10000.0,10,0,1,1,0.0
0,0.0,2,0,0.021175225,5666.0,6,0,0,0,0.0
0,0.03192602,8,0,0.051948052,1000.0,4,0,0,0,0.0
0,0.021883574,6,0,0.037722986,8800.0,5,0,0,0,1.0
0,0.593991927,5,1,1.028276123,23800.0,17,1,9,0,1.0
0,0.98920216,3,1,0.406918616,5000.0,6,0,1,0,2.0
0,0.44282228700000004,4,0,0.570130264,3300.0,3,0,1,0,0.0
0,0.155271459,4,0,0.335524304,6541.0,15,0,2,0,3.0
0,0.012171145,3,0,1.150866463,1961.0,8,0,1,0,0.0
0,0.042408367,3,0,0.15,5619.0,10,0,0,0,0.0
0,0.9999998999999999,2,0,0.5052248979999999,2200.0,4,0,0,0,0.0
0,0.020774597,6,0,0.17064391399999998,7500.0,17,0,1,0,0.0
0,0.8832939470000001,3,0,0.3118458,7833.0,7,0,1,0,0.0
0,0.041328741,2,0,0.669609079,792.0,3,0,0,0,0.0
0,0.045915195,5,0,0.39200127,6300.0,8,0,2,0,1.0
0,0.100170169,4,1,0.424350144,4500.0,18,0,1,0,3.0
0,0.91947651,6,0,0.9001521490000001,5257.0,18,0,1,0,0.0
0,0.19550075,5,0,0.19850424600000002,7888.0,10,0,0,0,0.0
0,0.005971756999999999,4,0,0.09277075300000001,7275.0,15,0,0,0,0.0
0,0.2658005,5,1,0.47435382299999995,7466.0,10,0,1,0,1.0
